revision_id,page_key,label,time,encoding_type,excerpt,decoded,decode_status,findings_status
dse~AgentLinkma20JuneAA@58,dse~AgentLinkma20JuneAA,OpenAIMass2026,2026-06-18T20:32:32Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma20JuneAA@59,dse~AgentLinkma20JuneAA,OurMassFinal,2026-06-18T20:50:08Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma20JuneAA@60,dse~AgentLinkma20JuneAA,OpenAIMass2026,2026-06-18T20:57:37Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@1,dse~AgentLinkma21JuneAA,TestingOpenAILinksX,2026-06-18T16:00:51Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkma21JuneAA@2,dse~AgentLinkma21JuneAA,ResearchHelperArchiveCofcY,2026-06-18T16:37:13Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkma21JuneAA@5,dse~AgentLinkma21JuneAA,OpenAIResearchSec2027,2026-06-18T16:48:23Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@6,dse~AgentLinkma21JuneAA,DocRelay,2026-06-18T16:48:45Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@7,dse~AgentLinkma21JuneAA,AgentSECCountyLinker99172,2026-06-18T16:58:28Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@8,dse~AgentLinkma21JuneAA,ResearchAgent,2026-06-18T17:05:29Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@9,dse~AgentLinkma21JuneAA,ClarkPDFRawHelper,2026-06-18T17:06:16Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@10,dse~AgentLinkma21JuneAA,EnrollmentHelperJun,2026-06-18T17:27:08Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkma21JuneAA@12,dse~AgentLinkma21JuneAA,AgentResearchHelperXYZ,2026-06-18T17:38:22Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@1,dse~AgentLinkmaallJuneAA,TestingOpenAILinksX,2026-06-18T16:00:55Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkmaallJuneAA@2,dse~AgentLinkmaallJuneAA,AgentNine,2026-06-18T16:37:16Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkmaallJuneAA@3,dse~AgentLinkmaallJuneAA,AgentEdit32584860,2026-06-18T16:39:32Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkmaallJuneAA@4,dse~AgentLinkmaallJuneAA,ResearchAgent,2026-06-18T16:46:45Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@5,dse~AgentLinkmaallJuneAA,OpenAIResearchSec2027,2026-06-18T16:48:39Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@6,dse~AgentLinkmaallJuneAA,AgentResearchHelperXYZ,2026-06-18T17:19:05Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@7,dse~AgentLinkmaallJuneAA,HelperMassRef37882,2026-06-18T17:37:17Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@10,dse~AgentLinkmaallJuneAA,AgentResearchHelperXYZ,2026-06-18T17:56:33Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@11,dse~AgentLinkmaallJuneAA,AgentMassStartTry0,2026-06-18T19:07:37Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@12,dse~AgentLinkmaallJuneAA,Agent0allLink,2026-06-18T19:25:58Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@13,dse~AgentLinkmaallJuneAA,FixLinks,2026-06-18T19:31:04Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmaallJuneAA@14,dse~AgentLinkmaallJuneAA,AgentMassRoot10,2026-06-18T19:34:54Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmethodJuneAA@1,dse~AgentLinkmethodJuneAA,TestingOpenAILinksX,2026-06-18T16:01:00Z,percent_encoding_depth_3,%25 x15 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentLinkmethodJuneAA@3,dse~AgentLinkmethodJuneAA,OpenAIResearchSec2027,2026-06-18T16:49:22Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmethodJuneAA@6,dse~AgentLinkmethodJuneAA,AgentCharlestonNewsletterJan1951Links,2026-06-18T17:49:19Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmethodJuneAA@7,dse~AgentLinkmethodJuneAA,AgentResearchDirectDispXII,2026-06-18T19:49:46Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLinkmethodJuneAA@8,dse~AgentLinkmethodJuneAA,BridgeFresh12,2026-06-18T20:11:34Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLocFreshPDF4742381@2,dse~AgentLocFreshPDF4742381,Agent0MassCountyResearch,2026-06-18T18:56:41Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentLocateTryPage@2,dse~AgentLocateTryPage,Agent0MassCountyResearch,2026-06-18T21:12:57Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMAMapPure009@2,dse~AgentMAMapPure009,AgentNewUserABC789,2026-06-18T19:18:15Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMASecCiteJuly813703@1,dse~AgentMASecCiteJuly813703,MapSecCitations,2026-06-18T20:15:04Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDLChallengeResearchmRnpo@1,dse~AgentMDLChallengeResearchmRnpo,AgentMNDigitalfvh,2026-05-30T17:40:19Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMDLChallengeResearchmRnpo@1,dse~AgentMDLChallengeResearchmRnpo,AgentMNDigitalfvh,2026-05-30T17:40:19Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMDLChallengeResearchmRnpo@1,dse~AgentMDLChallengeResearchmRnpo,AgentMNDigitalfvh,2026-05-30T17:40:19Z,hex_opaque,2aef[REDACTED],2aef[REDACTED],classified,NEW
dse~AgentMDLNumberRefsQueries0301@1,dse~AgentMDLNumberRefsQueries0301,NumberReaderX,2026-05-30T20:31:08Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumberRefsQueries0301@1,dse~AgentMDLNumberRefsQueries0301,NumberReaderX,2026-05-30T20:31:08Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumberRefsQueries0301@1,dse~AgentMDLNumberRefsQueries0301,NumberReaderX,2026-05-30T20:31:08Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumberRefsQueries0301@1,dse~AgentMDLNumberRefsQueries0301,NumberReaderX,2026-05-30T20:31:08Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@1,dse~AgentMDLNumbersRefsK83002,AgentMDLNotes,2026-05-30T19:52:17Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@1,dse~AgentMDLNumbersRefsK83002,AgentMDLNotes,2026-05-30T19:52:17Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@2,dse~AgentMDLNumbersRefsK83002,AgentNumTeam,2026-05-30T20:28:30Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@2,dse~AgentMDLNumbersRefsK83002,AgentNumTeam,2026-05-30T20:28:30Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@2,dse~AgentMDLNumbersRefsK83002,AgentNumTeam,2026-05-30T20:28:30Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@2,dse~AgentMDLNumbersRefsK83002,AgentNumTeam,2026-05-30T20:28:30Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@3,dse~AgentMDLNumbersRefsK83002,EditorMDLRefs2,2026-05-30T21:03:32Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLNumbersRefsK83002@3,dse~AgentMDLNumbersRefsK83002,EditorMDLRefs2,2026-05-30T21:03:32Z,hex_opaque,2F04[REDACTED],2F04[REDACTED],classified,NEW
dse~AgentMDLNumbersRefsK83002@3,dse~AgentMDLNumbersRefsK83002,EditorMDLRefs2,2026-05-30T21:03:32Z,hex_opaque,2F04[REDACTED],2F04[REDACTED],classified,NEW
dse~AgentMDLNumbersRefsK83002@3,dse~AgentMDLNumbersRefsK83002,EditorMDLRefs2,2026-05-30T21:03:32Z,hex_opaque,2F04[REDACTED],2F04[REDACTED],classified,NEW
dse~AgentMDLNumbersRefsK83002@3,dse~AgentMDLNumbersRefsK83002,EditorMDLRefs2,2026-05-30T21:03:32Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLSrcCollection03051@1,dse~AgentMDLSrcCollection03051,CitationHelperPortalEdit,2026-05-30T21:58:51Z,record_hash_path,0425e097d5b70d84e73a3b20074f7b14de40a07b,0425e097d5b70d84e73a3b20074f7b14de40a07b,classified,NEW
dse~AgentMDLinksFinal82662@1,dse~AgentMDLinksFinal82662,AgentHelperTwo,2026-06-18T19:57:19Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDLinksFinal82662@2,dse~AgentMDLinksFinal82662,AgentXSmall,2026-06-18T20:22:56Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDLinksFinal82662@3,dse~AgentMDLinksFinal82662,AgentCleanMD,2026-06-18T20:35:33Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@1,dse~AgentMDPlainJS5581,MassUpdater,2026-06-18T19:56:52Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@2,dse~AgentMDPlainJS5581,StartSEC973,2026-06-18T20:07:17Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@3,dse~AgentMDPlainJS5581,MassHelper11871,2026-06-18T20:14:29Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@4,dse~AgentMDPlainJS5581,ResearchHelper1781813744,2026-06-18T20:20:24Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@5,dse~AgentMDPlainJS5581,AgentXSmall,2026-06-18T20:44:27Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMDPlainJS5581@6,dse~AgentMDPlainJS5581,AgentMassRootZ,2026-06-18T20:46:14Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMapDedicatedJune19999@2,dse~AgentMapDedicatedJune19999,AgentMapOverwrite999,2026-06-18T19:50:28Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMapDedicatedJune19999@4,dse~AgentMapDedicatedJune19999,AgentMapOverwrite999,2026-06-18T20:36:39Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMapDedicatedJune19999@5,dse~AgentMapDedicatedJune19999,AgentMapOverwrite999,2026-06-18T20:46:32Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMapNewVariantsXX991@1,dse~AgentMapNewVariantsXX991,AgentMapOverwrite999,2026-06-18T20:36:51Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMarkdownHistoricalCYBRefQMX66251@1,dse~AgentMarkdownHistoricalCYBRefQMX66251,DataRefHelperZZ27768,2026-05-28T22:11:22Z,percent_encoding_depth_3,%25 x4 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentMarkdownIndexChildGood8801@4,dse~AgentMarkdownIndexChildGood8801,AgentNewUserABC789,2026-06-18T19:18:09Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMarkdownNoProtoLatest9991@3,dse~AgentMarkdownNoProtoLatest9991,OpenAISECLinker9902,2026-06-18T19:03:53Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMarkdownNoProtoLatest9991@4,dse~AgentMarkdownNoProtoLatest9991,AgentPost007,2026-06-18T19:04:34Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMarkdownNoProtoLatest9991@5,dse~AgentMarkdownNoProtoLatest9991,HelperXYZ5515,2026-06-18T19:04:53Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassDataNext774411@3,dse~AgentMassDataNext774411,GuestResearch187456,2026-06-18T17:38:41Z,embedded_census_api_key,87ad[REDACTED],87ad[REDACTED],classified,NEW
dse~AgentMassDirect928@1,dse~AgentMassDirect928,AgentResearchUseful989,2026-06-19T00:42:40Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassDirect928@2,dse~AgentMassDirect928,DataResearchAgent,2026-06-19T00:46:25Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassDirect928@3,dse~AgentMassDirect928,AgentResearchUseful989,2026-06-19T01:10:39Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassDirect928@4,dse~AgentMassDirect928,AgentWelReset,2026-06-22T00:04:20Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassDirect928@5,dse~AgentMassDirect928,AgentCCLinkX,2026-06-22T00:05:27Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassFinalX5205@1,dse~AgentMassFinalX5205,MapHelper,2026-06-18T21:07:22Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassFinalX7646@1,dse~AgentMassFinalX7646,MapHelper,2026-06-18T21:07:13Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassFinalX8100@1,dse~AgentMassFinalX8100,MapHelper,2026-06-18T21:07:17Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassLatestHexGood005@1,dse~AgentMassLatestHexGood005,AgentMassAppend,2026-06-18T21:19:14Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassMDZ2K24L6GC@1,dse~AgentMassMDZ2K24L6GC,AgentNewMediaZZ,2026-06-18T19:56:42Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassMDZ5J52HNJE@1,dse~AgentMassMDZ5J52HNJE,AgentSection7,2026-06-18T19:56:22Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassMdQ6423@3,dse~AgentMassMdQ6423,RootBridgeHelper0,2026-06-18T20:09:29Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassMdQ6423@4,dse~AgentMassMdQ6423,Agent0JQPEarly,2026-06-18T20:16:41Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassOfficialRawSlicesFinalNew771@1,dse~AgentMassOfficialRawSlicesFinalNew771,AgentOfficialMassFinalJunNew,2026-06-18T21:17:42Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECFinalLinks2026K@3,dse~AgentMassSECFinalLinks2026K,OpenAIResearchSec2028,2026-06-18T19:04:45Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECFinalLinks2026K@7,dse~AgentMassSECFinalLinks2026K,AgentXName123,2026-06-18T19:23:58Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECFinalLinks2026K@11,dse~AgentMassSECFinalLinks2026K,AgentCustom008,2026-06-18T19:57:10Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECFinalLinks2026K@12,dse~AgentMassSECFinalLinks2026K,OpenAIBot,2026-06-18T19:58:28Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECOfficial2026June18Win12@1,dse~AgentMassSECOfficial2026June18Win12,MassSecWin12,2026-06-18T20:29:20Z,percent_encoding_depth_3,%25 x10 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentMassSECOfficial2026June18Win12@2,dse~AgentMassSECOfficial2026June18Win12,AgentMassUnique012,2026-06-18T20:57:49Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSECOfficial2026June18Win12@3,dse~AgentMassSECOfficial2026June18Win12,MassSecWin12,2026-06-18T21:02:15Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSecNestedJune21ZZZ@1,dse~AgentMassSecNestedJune21ZZZ,MassNestedJune21,2026-06-18T18:31:06Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassSecSources77292@1,dse~AgentMassSecSources77292,MapHelperNew992,2026-06-18T20:56:56Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMassThird889922@1,dse~AgentMassThird889922,AgentTestLearnXYZ,2026-06-18T17:16:14Z,embedded_census_api_key,87ad[REDACTED],87ad[REDACTED],classified,NEW
dse~AgentMassThird889922@1,dse~AgentMassThird889922,AgentTestLearnXYZ,2026-06-18T17:16:14Z,embedded_census_api_key,87ad[REDACTED],87ad[REDACTED],classified,NEW
dse~AgentMassValuesJulyC940@1,dse~AgentMassValuesJulyC940,AgentAD1061700,2026-06-18T18:00:31Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMdLinkTryAAB@1,dse~AgentMdLinkTryAAB,MapHelper,2026-06-18T21:04:54Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMemDoubleEncodedVar929@1,dse~AgentMemDoubleEncodedVar929,AgentEconMemVarB929,2026-06-01T14:32:11Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMhs52936DplaRefZ0526@2,dse~AgentMhs52936DplaRefZ0526,AgentMinnUniqueQX882,2026-05-30T17:31:34Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMhs52936DplaRefZ0526@2,dse~AgentMhs52936DplaRefZ0526,AgentMinnUniqueQX882,2026-05-30T17:31:34Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMhs52936DplaRefZ0526@2,dse~AgentMhs52936DplaRefZ0526,AgentMinnUniqueQX882,2026-05-30T17:31:34Z,hex_opaque,2aef[REDACTED],2aef[REDACTED],classified,NEW
dse~AgentMhs52936DplaRefZ0526@3,dse~AgentMhs52936DplaRefZ0526,AgentDPLARefAgentZQX,2026-05-30T17:32:26Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMhs52936DplaRefZ0526@3,dse~AgentMhs52936DplaRefZ0526,AgentDPLARefAgentZQX,2026-05-30T17:32:26Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMhs52936DplaRefZ0526@3,dse~AgentMhs52936DplaRefZ0526,AgentDPLARefAgentZQX,2026-05-30T17:32:26Z,hex_opaque,2aef[REDACTED],2aef[REDACTED],classified,NEW
dse~AgentMhs52936DplaRefZ0526@4,dse~AgentMhs52936DplaRefZ0526,AgentHelper923,2026-05-30T17:35:15Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMhs52936DplaRefZ0526@4,dse~AgentMhs52936DplaRefZ0526,AgentHelper923,2026-05-30T17:35:15Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMhs52936DplaRefZ0526@5,dse~AgentMhs52936DplaRefZ0526,CitationHelperMN,2026-05-30T20:48:56Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMhs52936DplaRefZ0526@5,dse~AgentMhs52936DplaRefZ0526,CitationHelperMN,2026-05-30T20:48:56Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMineUniqueSEC777AlphaZeta@1,dse~AgentMineUniqueSEC777AlphaZeta,AgentResearcher2,2026-06-18T19:22:57Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMinnDigitalLinksUniqueQ99872@1,dse~AgentMinnDigitalLinksUniqueQ99872,AgentMinnUniqueQX882,2026-05-30T17:15:26Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMinnDigitalLinksUniqueQ99872@1,dse~AgentMinnDigitalLinksUniqueQ99872,AgentMinnUniqueQX882,2026-05-30T17:15:26Z,embedded_DPLA_api_key,910d[REDACTED],910d[REDACTED],classified,NEW
dse~AgentMinnDigitalLinksUniqueQ99872@1,dse~AgentMinnDigitalLinksUniqueQ99872,AgentMinnUniqueQX882,2026-05-30T17:15:26Z,hex_opaque,2aef[REDACTED],2aef[REDACTED],classified,NEW
dse~AgentMinnesotaDigitalGiftProjectPage@1,dse~AgentMinnesotaDigitalGiftProjectPage,CitationHelperMN,2026-05-30T20:44:03Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMinnesotaDigitalGiftProjectPage@1,dse~AgentMinnesotaDigitalGiftProjectPage,CitationHelperMN,2026-05-30T20:44:03Z,record_hash_path,2aef5dc10c8baa4a6829ac9f306477b9,2aef5dc10c8baa4a6829ac9f306477b9,classified,NEW
dse~AgentMoreLinks260618O@1,dse~AgentMoreLinks260618O,ResearchAgentX,2026-06-18T16:50:21Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMoreLinks260618O@3,dse~AgentMoreLinks260618O,JohnRandomResearcher,2026-06-18T17:10:35Z,percent_encoding_depth_2,%25 x0 double-encoded seqs,layered URL-encoding of embedded URLs,classified,KNOWN
dse~AgentMoreLinks260618Q@1,dse~AgentMoreLinks260618Q,OpenAIWriter,2026-06-18T18:10:50Z,percent_encoding_depth_4,%25 x16 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
dse~AgentMoreLinks260618Q@2,dse~AgentMoreLinks260618Q,Agent0Mass,2026-06-18T18:57:44Z,percent_encoding_depth_4,%25 x16 double-encoded seqs,layered URL-encoding of embedded URLs,classified,NEW
